Time,F_Scale,Location,County,State,Lat,Lon,Comments
1650,UNK,WOLCOTT,NEW HAVEN,CT,41.61,-72.98,EF-O TORNADO CONFIRMED BY NWS STORM SURVEY. FOR ADDITIONAL INFORMATION SEE THE PUBLIC INFORMATION STATEMENT. (OKX)
1926,UNK,4 NW MECHANICSBURG,CHAMPAIGN,OH,40.12,-83.61,ROOF DAMAGE TO A RESIDENCE...LARGE TREE UPROOTED...AND SEVERAL BRANCHES DOWN IN THE AREA. (ILN)
1929,UNK,4 NW MECHANICSBURG,CHAMPAIGN,OH,40.12,-83.61,ROOF DAMAGE TO A RESIDENCE...LARGE TREE UPROOTED...AND SEVERAL BRANCHES DOWN IN THE AREA. (ILN)
2024,UNK,3 SSW LEWIS CREEK,LESLIE,KY,36.96,-83.34,AN EF1 TORNADO TOUCHED DOWN BRIEFLY ALONG HIGHWAY 2009 IN SOUTHERN LESLIE COUNTY. THE TORNADO UPROOTED AND SNAPPED HARDWOOD AND SOFTWOOD TREES IN A CONSISTENT DAMAGE PA (JKL)
2055,UNK,1 ENE YANKEE ORCHARDS,BERKSHIRE,MA,42.45,-73.19,THE TORNADO TOUCHED DOWN IN GREENRIDGE PARK ALONG SOUTH STREET AND MOVED SOUTHEAST UP A HILL AND ENDED BEHIND RESIDENCES ALONG LINDSAY DRIVE. THE TORNADO ALMOST COMPLET (ALY)
2135,UNK,CHURCH HILL,HAWKINS,TN,36.53,-82.71,REPORTS OF A POSSIBLE TORNADO TOUCHDOWN IN THE CHURCH HILL AND CARTER VALLEY AREA. NUMEROUS TREES AND POWERLINES DOWN WITH MODERATE DAMAGE TO SOME HOMES. (MRX)
2145,UNK,3 WSW COLONIAL HEIGHTS,SULLIVAN,TN,36.46,-82.56,EF1 TORNADO WITH ESTIMATED WINDS OF 110 MPH. PATH LENGTH WAS 0.5 MILES...WITH A WIDTH OF 50 YARDS. ONE HOUSE WAS HEAVILY DAMAGED...AND A FEW OTHER HOUSES AND BARNS HAD (MRX)
2145,UNK,COLONIAL HEIGHTS,SULLIVAN,TN,36.48,-82.51,POSSIBLE TORNADO DAMAGE FROM ROUGHLY EXIT 56 ON I-81 TO EXIT 10 ON I-26. SEVERAL DAMAGED OR DESTROYED HOMES AND OTHER STRUCTURES. LARGE TREES DOWN THROUGHOUT THIS AREA. (MRX)
2147,UNK,3 SW COLONIAL HEIGHTS,SULLIVAN,TN,36.45,-82.55,EF1 TORNADO WITH ESTIMATED WINDS OF 100 MPH. PATH LENGTH WAS 7.1 MILES...WITH A WIDTH OF 300 YARDS. MANY TREES WERE BLOWN DOWN ALONG THE PATH. SOME HOUSES HAD STRUCTURA (MRX)
2154,UNK,GRAY,WASHINGTON,TN,36.41,-82.48,POSSIBLE TORNADO DAMAGE NEAR GRAY. NUMEROUS TREES AND POWERLINES DOWN ALONG WITH DAMAGE TO SEVERAL HOMES. (MRX)
2158,UNK,5 SE WHITE OAK,CAMPBELL,TN,36.47,-83.98,EF3 TORNADO WITH ESTIMATED WINDS BETWEEN 140 AND 150 MPH. PATH LENGTH WAS 4.65 MILES...WITH A WIDTH OF 800 YARDS. NUMEROUS TREES WERE UPROOTED AND SNAPPED ALONG THE ENT (MRX)
2205,UNK,7 SE CLAIRFIELD,CLAIBORNE,TN,36.48,-83.86,10 HOMES COMPLETELY DESTROYED IN SPEEDWELL ALONG OLD HWY 63. REPORTED BY EMERGENCY MANAGER. (MRX)
0016,UNK,NORTH BEND STATE PARK,RITCHIE,WV,39.22,-81.11,MEDIA RECEIVED A REPORT OF A TORNADO IN NORTH BEND STATE PARK. TIME EST FROM RADAR (RLX)
0043,UNK,2 SSW HILLSBORO,HIGHLAND,OH,39.17,-83.63,NUMEROUS TREES AND POWER LINES BLOWN DOWN ALONG ROUTE 62 SOUTH OF HILLSBORO. A MOBILE HOME WAS PARTIALLY TURNED. (ILN)
