Time,F_Scale,Location,County,State,Lat,Lon,Comments
2033,UNK,10 SE LAFAYETTE,TIPPECANOE,IN,40.31,-86.74,NWS SURVEY REVEALED EF1 DAMAGE WITH APPROXIMATELY 100 MPH WINDS AFFECTING A RESIDENCE SOUTH OF NEWCASTLE ROAD...BETWEEN COUNTY ROAD 775 EAST AND COUNTY ROAD 900 EAST IN (IND)
2038,UNK,12 SE LAFAYETTE,TIPPECANOE,IN,40.29,-86.71,NWS SURVEY REVEALED EF1 DAMAGE WITH APPROXIMATELY 97 MPH WINDS IN THE SOUTHEAST PORTION OF TIPPECANOE COUNTY...SOUTH OF THE INTERSECTION OF HIGHWAY 52 AND COUNTY ROAD 9 (IND)
0010,UNK,5 ENE LANGFORD,MARSHALL,SD,45.62,-97.73,(ABR)
0047,UNK,2 SE GRENVILLE,DAY,SD,45.45,-97.36,AN NWS STORM SURVEY CONFIRMED A BRIEF TORNADO TOUCHDOWN 2 MILES SOUTHEAST OF GRENVILLE. DAMAGE TO SEVERAL SHELTERBELTS...CROPS AND ONE RESIDENCE WAS NOTED. THIS DAMAGE (ABR)
0055,UNK,WAUBAY,DAY,SD,45.33,-97.31,(ABR)
0458,UNK,4 WSW WATERTOWN,CARVER,MN,44.95,-93.92,SIGNIFICANT TREE DAMAGE AND DAMAGE TO SEVERAL STRUCTURES. UPDATED TO INCLUDE EF-1 RATING. (MPX)
0459,UNK,4 WSW WATERTOWN,CARVER,MN,44.95,-93.92,CARS FLIPPED AND STRUCTURAL DAMAGE REPORTED. DUAL POL RADAR OBSERVED TORNADO FOR 2 TO 3 MINUTES BEFORE WEAKENING. TORNADO HEADED EAST NORTHEAST. EXTENT OF DAMAGE UNKNOW (MPX)
0600,UNK,1 NE SHOREVIEW,RAMSEY,MN,45.1,-93.12,TORNADO STARTED IN THE NORTHWEST PORTION OF NORTH OAKS... NEAR CHARLEY LAKE AND MOVED EAST-NORTHEAST TO THE SOUTHERN SIDE OF DEEP LAKE...WHERE THE GREATEST NUMBER OF TR (MPX)
0652,UNK,1 N EAU GALLE,DUNN,WI,44.71,-92.01,OFFICIAL STORM SURVEY SHOWED AN 8 MILE LONG DAMAGE PATH FROM 147 AM TO 159 AM. 88 MPH WIND MEASURED 1 MILE NORTH OF EAU GALLE AT 152 AM. MAINLY TREE DAMAGE WAS OBSERVED (MPX)
0702,UNK,6 SE THEILMAN,WABASHA,MN,44.24,-92.09,DAMAGE TO A FARM INCLUDED SILO TOPS REMOVED...GARAGE DOORS BLOWN IN...TIRES MOVED. 25 YD WIDE...100 YARD LONG PATH THROUGH CORN SHOWED WEAK TORNADO TRACK. TIME IS RADAR (ARX)
