Time,F_Scale,Location,County,State,Lat,Lon,Comments
2207,UNK,3 E TRENTON,HENRY,IA,41.07,-91.58,RATING EF-0. ESTIMATED PEAK WIND 75 MPH. PATH LENGTH 1.9 MILES. MAX WIDTH 25 YARDS. START TIME 507 PM CDT. START LOCATION 2.8 MILES E TRENTON IA. END TIME 512 PM CDT. E (DVN)
2210,UNK,4 WNW KELLEY,BOONE,IA,41.97,-93.74,POSSIBLE BRIEF TORNADO TOUCHDOWN WITH SOME CROP DAMAGE REPORTED NEAR W AVE AND 270TH STREET. RELAYED BY LAW ENFORCEMENT FROM TRAINED STORM SPOTTER. (DMX)
2215,UNK,3 E TRENTON,HENRY,IA,41.07,-91.58,RATING EF-0. ESTIMATED PEAK WIND 75 MPH. PATH LENGTH 1.9 MILES. MAX WIDTH 25 YARDS. START TIME 514 PM CDT. START LOCATION 2.8 MILES E TRENTON IA. END TIME 515 PM CDT. E (DVN)
2255,UNK,BURLINGTON,DES MOINES,IA,40.81,-91.12,POSSIBLE TORNADO OVER BURLINGTON MOVING TOWARD GULFPORT (DVN)
2304,UNK,3 SW GLADSTONE,HENDERSON,IL,40.83,-91,RATING EF-1. ESTIMATED PEAK WIND 95 MPH. PATH LENGTH 0.84 MILES. MAX WIDTH 100 YARDS. START TIME 604 PM CDT. START LOCATION 2.9 MILES SW GLADSTONE IL. END TIME 607 PM C (DVN)
2339,UNK,1 SW BIGGSVILLE,HENDERSON,IL,40.84,-90.87,POSSIBLE TORNADO (DVN)
2350,UNK,3 SSW KIRKWOOD,WARREN,IL,40.83,-90.77,RATING EF-1. ESTIMATED PEAK WIND 90 MPH. PATH LENGTH 1.4 MILES. MAX WIDTH 50 YARDS. START TIME 645 PM CDT. START LOCATION 2.5 MILES SW KIRKWOOD IL. END TIME 650 PM CDT. (DVN)
2359,UNK,KIRKWOOD,WARREN,IL,40.87,-90.75,TORNADO STILL ON GROUND MOVING EAST...A FEW FUNNEL CLOUDS ALSO SEEN. (DVN)
0003,UNK,2 E KIRKWOOD,WARREN,IL,40.87,-90.71,RATING EF-2. ESTIMATED PEAK WIND 120 MPH. PATH LENGTH 1.7 MILES. MAX WIDTH 300 YARDS. START TIME 659 PM CDT. START LOCATION 2 MILES E KIRKWOOD IL. END TIME 703 PM CDT. (DVN)
0004,UNK,MONMOUTH,WARREN,IL,40.91,-90.64,POSSIBLE TORNADO NEAR US 34 (DVN)
0009,UNK,2 E KIRKWOOD,WARREN,IL,40.87,-90.71,RATING EF-2. ESTIMATED PEAK WIND 120 MPH. PATH LENGTH 1.7 MILES. MAX WIDTH 300 YARDS. START TIME 709 PM CDT. START LOCATION 2 MILES E KIRKWOOD IL. END TIME 713 PM CDT. (DVN)
0010,UNK,1 E PORT BYRON,ROCK ISLAND,IL,41.62,-90.3,PROPERTY AND TREE DAMAGE ALONG 94TH AVE. RATING EF-1. ESTIMATED PEAK WIND 105 MPH. PATH LENGTH 1.2 MILES. MAX WIDTH 200 YARDS. START TIME 700 PM CDT. START LOCATION 0.8 (DVN)
0030,UNK,CAMERON,WARREN,IL,40.88,-90.52,EF-2. PEAK WIND 125 MPH. PATH LENGTH 8.2 MILES. MAX WIDTH 700 YARDS. START TIME 713 PM CDT. START LOCATION 1 MILE SE MONMOUTH IL. END TIME 734 PM CDT. END LOCATION 2.2 (DVN)
0134,UNK,6 SW OSAGE,MITCHELL,IA,43.22,-92.9,BRIEF TORNADO TOUCHED DOWN SOUTHWEST OF OSAGE FLIPPING A GARAGE...DESTROYING A BARN AND CAUSING DAMAGE TO SIDING DUE TO FLYING DEBRIS. MULTIPLE TREES WERE UPROOTED OR S (ARX)
0149,UNK,4 S ROCK FALLS,WHITESIDE,IL,41.72,-89.7,RATING EF-0. ESTIMATED PEAK WIND OF 80 MPH. MAX WIDTH IS 10 YARDS AND IT WAS ON THE GROUND FOR 0.55 MILES. THE START TIME WAS 848 PM CDT AND THE END TIME WAS 849 PM CDT (DVN)
0437,UNK,DELAVAN,TAZEWELL,IL,40.37,-89.54,PATH LENGTH 1.3 MILES...WIDTH 250 YARDS. TOUCHED DOWN 0.8 MILES SOUTH OF DELAVAN AND LIFTED 1.1 MILES EAST-SOUTHEAST OF DELAVAN. 51 HOMES DAMAGED...15 SEVERELY. MOST SE (ILX)
0440,UNK,DELAVAN,TAZEWELL,IL,40.37,-89.54,(ILX)
