Time,F_Scale,Location,County,State,Lat,Lon,Comments
2151,UNK,4 SE KIRK,YUMA,CO,39.58,-102.55,LASTED FOR THREE MINUTES. ESTIMATED LOCATION. (GLD)
2153,UNK,11 N STRATTON,KIT CARSON,CO,39.46,-102.6,PUBLIC REPORTED A 20-30 SECOND DURATION LANDSPOUT TORNADO BETWEEN STRATTON AND KIRK... CO. FUNNEL WAS SEEN FROM THE GROUND TO CLOSE TO OR ALL THE WAY TO THE CLOUD BASE. (GLD)
2202,UNK,8 N STRATTON,KIT CARSON,CO,39.42,-102.6,TORNADO. (GLD)
2207,UNK,7 N STRATTON,KIT CARSON,CO,39.4,-102.59,TORNADO LASTED 10 MINUTES. FORMED AT CR CC STRAIGHT NORTH OF STRATTON. (GLD)
2207,UNK,7 N STRATTON,KIT CARSON,CO,39.4,-102.6,TORNADO LASTED 10 MINUTES. FORMED NEAR CR CC AND CR 31 NORTH OF STRATTON. (GLD)
2208,UNK,7 N STRATTON,KIT CARSON,CO,39.4,-102.59,TRAINED SPOTTER REPORTS TORNADO. LOCATION IS ESTIMATED. SPOTTER IS WEST OF BURLINGTON LOOKING WEST-NORTHWEST. (GLD)
2210,UNK,2 NW STRATTON,KIT CARSON,CO,39.33,-102.63,KIT CARSON COUNTY DEPUTIES REPORTED A TORNADO. (GLD)
2210,UNK,4 NNW STRATTON,KIT CARSON,CO,39.36,-102.63,DELAYED PUBLIC REPORT VIA PHOTO ON SOCIAL MEDIA OF A TORNADO 4 MILES NORTH-NORTHWEST OF STRATTON... CO. TIMING AND LOCATION ARE ESTIMATED. (GLD)
2211,UNK,2 NNE STRATTON,KIT CARSON,CO,39.33,-102.59,PUBLIC REPORT OF A VIDEO SHOWING A TORNADO. VIDEO TAKEN FROM A VEHICLE LEAVING STRATTON HEADING EAST. LOCATION AND TIMING ARE ESTIMATED. (GLD)
2212,UNK,4 N STRATTON,KIT CARSON,CO,39.36,-102.61,REPORTED VIA SOCIAL MEDIA. (GLD)
2213,UNK,2 NW STRATTON,KIT CARSON,CO,39.33,-102.63,PUBLIC REPORTED A PHOTO OF A TORNADO VIA SOCIAL MEDIA 2 MILES NORTHWEST OF STRATTON... CO. LOCATION AND TIMING ARE ESTIMATED. (GLD)
2220,UNK,2 ENE SEIBERT,KIT CARSON,CO,39.31,-102.83,PUBLIC REPORTED A TORNADO VIA THREE PICTURES ON SOCIAL MEDIA. LOCATION WAS ESTIMATED TO BE 30 MILES WEST OF BURLINGTON... CO. LOCATION AND TIMING ARE ESTIMATED. (GLD)
2232,UNK,1 W VONA,KIT CARSON,CO,39.3,-102.75,HALF MILE WEST OF VONA PRODUCING DEBRIS. (GLD)
2236,UNK,1 SW STRATTON,KIT CARSON,CO,39.29,-102.62,EM REPORTED VIA PHONE ROTATION AND FLYING DEBRIS WEST OF STRATTON... CO. LOCATION IS ESTIMATED. (GLD)
2236,UNK,1 W VONA,KIT CARSON,CO,39.3,-102.75,CORRECTS PREVIOUS FUNNEL CLOUD REPORT FROM 1 W VONA. .5 MILE DEBRIS FLYING DEBRIS REPORTED VIA PHONE BY KIT CARSON... CO EM ABOUT TO CROSS HWY 24. (GLD)
2240,UNK,2 S VONA,KIT CARSON,CO,39.27,-102.74,VIDEO SHOWING TORNADO 2 MILES SOUTH OF VONA... CO. REPORT VIA SOCIAL MEDIA. LOCATION AND TIMING ARE ESTIMATED. (GLD)
2242,UNK,1 W SEIBERT,KIT CARSON,CO,39.3,-102.89,PUBLIC REPORT VIA PICTURE ON SOCIAL MEDIA OF A TORNADO 1 MILE WEST OF SEIBERT... CO. (GLD)
2245,UNK,3 E SEIBERT,KIT CARSON,CO,39.29,-102.82,TORNADO OBSERVED ALONG I-70 EAST OF SIEBERT VIA COLORADO DOT CAMERA. TIME AND LOCATION ESTIMATED. (GLD)
2253,UNK,2 SW ROSCOE,KEITH,NE,41.11,-101.63,BRIEF TOUCHDOWN WAS OBSERVED. (LBF)
