Time,F_Scale,Location,County,State,Lat,Lon,Comments
2300,UNK,3 NW JEWELL,HAMILTON,IA,42.34,-93.68,BRIEF LANDSPOUT TORNADO REPORTED 3 NW OF JEWELL CAUSING SMALL TREE DAMAGE. (DMX)
2354,UNK,2 ESE GENEVA,FRANKLIN,IA,42.66,-93.09,NWS EMPLOYEE REPORTED BRIEF...NARROW...LANDSPOUT TORNADO 2 ESE OF GENEVA...LASTED FOR 3 MINUTES. (DMX)
0058,UNK,2 NW REINBECK,GRUNDY,IA,42.34,-92.63,TORNADO TOUCHDOWN WITH DEBRIS BALL AND FAMRSTEAD HIT (DMX)
0059,UNK,NE REINBECK,GRUNDY,IA,42.32,-92.6,SEVERAL REPORTS FROM SEVERAL TRAINED SPOTTERS OF TORNADO NEAR REINBECK (DMX)
0104,UNK,1 N DYSART,TAMA,IA,42.19,-92.31,EMERGENCY MANAGER REPORTED TORNADO NORTH OF DYSART (DMX)
0107,UNK,4 NW TRAER,TAMA,IA,42.23,-92.52,(DMX)
0112,UNK,2 WSW REINBECK,GRUNDY,IA,42.31,-92.63,NWS EMPLOYEE REPORTED NEW TORNADO FORMING 2 WSW REINBECK AT 812 PM. DELAYED REPORT (DMX)
0116,UNK,3 E LINCOLN,TAMA,IA,42.26,-92.63,DEBRIS CLOUD NOTED (DMX)
0128,UNK,4 NNW TRAER,TAMA,IA,42.25,-92.49,NWS EMPLOYEE REPORTED THE TORNADO THAT BEGAN AT 812 PM STILL IN PROGRESS. DAMAGE DONE TO SOME AREA FARMS. (DMX)
0135,UNK,1 ENE TRAER,TAMA,IA,42.2,-92.45,TORNADO WITH DEBRIS (DMX)
0147,UNK,4 SSE DEXTER,MADISON,IA,41.46,-94.2,DEXTER FIRE DEPARTMENT REPORTED POSSIBLE TORNADO SOUTH OF DEXTER. DELAYED REPORT. TIME AND LOCATION ESTIMATED FROM RADAR. (DMX)
0156,UNK,7 NNW KEYSTONE,BENTON,IA,42.09,-92.25,BRIEF TOUCHDOWN RELAYED BY EMERGENCY MANAGEMENT. (DVN)
0159,UNK,6 NE NEWTON,JASPER,IA,41.76,-92.96,TRAINED SPOTTER REPORTED TORNADO NE OF NEWTON. LOCATION ESTIMATED BY RADAR (DMX)
0202,UNK,5 N NEWTON,JASPER,IA,41.77,-93.05,LAW ENFORCEMENT RELAYED MULTIPLE PUBLIC REPORTS BETWEEN 859 PM AND 902 PM OF A TORNADO ON THE GROUND AND POSSIBLY AN ADDITIONAL FUNNEL CLOUD APPROXIMATELY 5 MILES NORTH (DMX)
0210,UNK,KELLOGG,JASPER,IA,41.72,-92.91,LAW ENFORCEMENT RELAYED PUBLIC REPORTS FROM GILMAN SEEING A TORNADO ON THE GROUND TO THEIR SOUTH...RADAR INDICATES IT WOULD BE IN THE KELLOGG AREA. (DMX)
0220,UNK,2 WNW CUTLERVILLE,KENT,MI,42.85,-85.7,*** 6 INJ *** NWS STORM SURVEY CONFIRMED AN EF-1 TORNADO TOUCHED DOWN IN BYRON CENTER BEFORE MOVING INTO WYOMING AND THEN KENTWOOD BEFORE LIFTING. THE TORNADO HAD MAXIM (GRR)
0416,UNK,5 SE IONIA,IONIA,MI,42.94,-84.98,NWS STORM SURVEY CONFIRMED AN EF-0 TORNADO TOUCHED DOWN IN IONIA COUNTY ALONG REEDER ROAD BETWEEN SOUTH SUNFIELD HIGHWAY AND SOUTH KEEFER HIGHWAY. FIVE FARM BUILDINGS W (GRR)
0434,UNK,1 WSW PEWAMO,IONIA,MI,42.99,-84.87,NWS STORM SURVEY CONFIRMED AN EF-0 TORNADO WITH A DAMAGE PATH BEGINNING NEAR PINE ROAD JUST SOUTH OF KIMBALL ROAD. THE PATH CONTINUED NORTHEAST APPROXIMATELY 0.75 MILES (GRR)
0500,UNK,5 WNW SAINT JOHNS,CLINTON,MI,43.02,-84.65,NWS STORM SURVEY CONFIRMED AN EF-0 TORNADO WITH TOP WINDS ESTIMATED AT 85 MPH IN CLINTON COUNTY ON JULY 7TH AROUND 1 AM EDT. THE DAMAGE BEGAN JUST SOUTH OF WALKER ROAD (GRR)
