Time,F_Scale,Location,County,State,Lat,Lon,Comments
1625,UNK,3 SW PORT ARTHUR,JEFFERSON,TX,29.87,-93.97,RECEIVED SEVERAL PHOTOS AND REPORTS OF A LANDSPOUT NEAR MOTIVA AND VALERO. NO DAMAGE WAS REPORTED. (LCH)
2158,UNK,11 N BREWSTER,THOMAS,KS,39.52,-101.34,CORRECTS PREVIOUS TORNADO REPORT FROM 11 N BREWSTER. CORRECTS PREVIOUS TORNADO REPORT FROM 13 SSW BIRD CITY. LANDSPOUT SIGHTED ABOUT 10 MILES EAST-SOUTHEAST FROM THE SH (GLD)
2158,UNK,13 SSW BIRD CITY,SHERMAN,KS,39.57,-101.62,LANDSPOUT SIGHTED ABOUT 10 MILES EAST-SOUTHEAST FROM THE SHERMAN/CHEYENNE COUNTY LINE... NORTH OF EDSON... KS. A SECOND LANDSPOUT WAS SPOTTED A MILE NORTH OF THE FIRST. (GLD)
2215,UNK,6 SSE BREWSTER,THOMAS,KS,39.28,-101.35,CORRECTS PREVIOUS TORNADO REPORT FROM 2 SE GOODLAND. LANDSPOUT REPORTED ESE OF GOODLAND... KS. NWS EMPLOYEE WAS ON I-70 LOOKING EAST SOUTHEAST. LOCATION IS APPROXIMATE. (GLD)
2215,UNK,2 SE GOODLAND,SHERMAN,KS,39.33,-101.69,LANDSPOUT REPORTED ESE OF GOODLAND... KS. NWS EMPLOYEE WAS ON I-70 LOOKING EAST SOUTHEAST. (GLD)
2228,UNK,9 N WINONA,THOMAS,KS,39.19,-101.25,OFF-DUTY NWS EMPLOYEE REPORTED BRIEF LANDSPOUT NEAR LOCATION. ALSO... REPORTED 2 BRIEF AND COINCIDENT LANDSPOUTS IN THE SAME STORM 4 MINUTES PRIOR. (GLD)
0030,UNK,6 SE SELDEN,SHERIDAN,KS,39.47,-100.5,THOMAS COUNTY DISPATCH FORWARDED REPORT OF TORNADO E OF REXFORD. DEPUTIES DISPATCHED. (GLD)
0030,UNK,4 ENE REXFORD,SHERIDAN,KS,39.5,-100.67,PUBLIC REPORT RELAYED THROUGH DISPATCH CENTER. A TORNADO WAS REPORTED TO HAVE STARTED IN THE VICINITY OF ROAD N 130 W AND ROAD W 100 N. (GLD)
0045,UNK,5 NE SEGUIN,SHERIDAN,KS,39.39,-100.53,PUBLIC REPORT RELAYED THROUGH DISPATCH CENTER. A TORNADO WAS REPORTED AROUND ROAD W 30 N AND ROAD N 50 W. THE TORNADO LIFTED AT THIS POINT. (GLD)
0146,UNK,4 ESE HILL CITY,GRAHAM,KS,39.35,-99.78,CORRECTS LOCATION OF PREVIOUS REPORT. DELAYED REPORT VIA SOCIAL MEDIA. TORNADO... POSSIBLY A LANDSPOUT... REPORTED LOOKING EAST FROM REPORT LOCATION. TORNADO MOVED SOUT (GLD)
