Time,F_Scale,Location,County,State,Lat,Lon,Comments
2105,UNK,3 NE STERLING,WHITESIDE,IL,41.83,-89.66,VIDEO RECEIVED OF A LANDSPOUT TORNADO IN A FIELD BEHIND A MENARDS STORE ON THE NORTHEAST SIDE OF STERLING. (DVN)
2208,UNK,6 W ASHBY,Grant,MN,46.09,-95.94,THIS TORNADO TRACKED NE FOR ROUGHLY 9 MILES... FROM EXTREME NE POMME DE TERRE TOWNSHIP ACROSS EXTREME SE TUMULI TOWNSHIP AND SW ST. OLAF TOWNSHIPS OF OTTER TAIL COUNTY. (FGF)
2211,UNK,6 SW DALTON,OTTER TAIL,MN,46.11,-96,LARGE TORNADO ON THE GROUND... HEADING TOWARD A FARMHOUSE. (FGF)
2219,UNK,6 S DALTON,GRANT,MN,46.09,-95.92,LARGE TORNADO ON THE GROUND. ONE-HALF MILE FROM INTERSTATE REST AREA. SEEING DEBRIS LOFTED IN THE AIR. (FGF)
2230,UNK,5 ESE DALTON,OTTER TAIL,MN,46.15,-95.82,3 FARMSTEADS HAVE BEEN HIT. TORNADO CURRENTLY AT 295TH AND STATE HIGHWAY 82. TORNADO CROSSED I-94... BUT NO VEHICLES WERE AFFECTED. (FGF)
2332,UNK,2 SSE VINING,Otter Tail,MN,46.24,-95.52,A PERSISTENT FUNNEL CLOUD WITH BRIEF TOUCHDOWN WAS VIEWED BY SEVERAL STORM SPOTTERS. IT LIKELY TRACKED FOR LESS THAN ONE-QUARTER MILE AND LIFTED BY 633 OM CDT. ESTMATED (FGF)
2334,UNK,2 ESE VINING,OTTER TAIL,MN,46.25,-95.49,BRIEF TORNADO REPORTED BY CHASERS. (FGF)
2350,UNK,20 NE HOLYOKE,PERKINS,NE,40.79,-102.03,PH315 REPORTED A TOUCHDOWN APPROXIMATELY 20 NE OF HOLYOKE. (BOU)
2350,UNK,2 N BRANDON,PERKINS,NE,40.83,-101.93,LANDSPOUT TORNADO (LBF)
2350,UNK,5 W GRANT,PERKINS,NE,40.84,-101.82,LANDSPOUT TYPE TORNADO PRODUCING A DUST CLOUD AT THE SURFACE (LBF)
2350,UNK,12 NE SIXTEEN-MILE CORN,SEDGWICK,CO,40.89,-102.07,PH315 REPORTED A TOUCHDOWN APPROXIMATELY 20 NE OF HOLYOKE. (BOU)
2353,UNK,7 S LEWELLEN,GARDEN,NE,41.23,-102.14,LANDSPOUT (LBF)
2355,UNK,4 N VENANGO,PERKINS,NE,40.82,-102.04,LANDSPOUT TORNADO (LBF)
2355,UNK,5 N VENANGO,PERKINS,NE,40.83,-102.04,ROPE TORNADO SPOTTED ON THE GROUND... INCREASING IN INTENSITY BY VOLUNTEER FIRE DEPARTMENT. (LBF)
0000,UNK,10 NNE AMHERST,SEDGWICK,CO,40.81,-102.1,S131 REPORTED A TOUCHDOWN AT THE INTERSECTION OF CO 12 AND CO 53. (BOU)
0001,UNK,2 W GRANT,PERKINS,NE,40.84,-101.76,LANDSPOUT TORNADO ROPING UP... GETTING THINNDER. GUSTS UP TO 50 MPH... BLOWING DIRT. (LBF)
0005,UNK,20 SE SEDGWICK,PHILLIPS,CO,40.73,-102.25,SEDGWICK EM REPORTED A TOUCHDOWN NEAR THE INTERSECTION OF CO 16 AND CO 55. (BOU)
0005,UNK,10 SE SEDGWICK,SEDGWICK,CO,40.83,-102.39,SEDGWICK EM REPORTED A TOUCHDOWN NEAR THE INTERSECTION OF CO 18 AND HIGHWAY 385 BY NAWAS. (BOU)
0011,UNK,10 NE AMHERST,PERKINS,NE,40.78,-102.03,MULTIPLE SPOTTER REPORTS OF UP TO THREE LANDSPOUT TORNADOES. (BOU)
0011,UNK,7 NE SIXTEEN-MILE CORNE,SEDGWICK,CO,40.83,-102.14,MULTIPLE SPOTTER REPORTS OF UP TO THREE LANDSPOUT TORNADOES. (BOU)
0020,UNK,12 SE JULESBURG,SEDGWICK,CO,40.86,-102.1,SEDGWICK EM REPORTED DAMAGE TO AN UNOCCUPIED BUILDING NEAR THE INTERSECTION OF CO 16 AND CO 55. (BOU)
0020,UNK,5 NW PINE CENTER,CROW WING,MN,46.27,-93.99,A ROOF WAS BLOWN OFF A HOUSE AND A ROOF WAS DAMAGED ON A DETACHED GARAGE/SHED. (DLH)
0022,UNK,5 NW PINE CENTER,CROW WING,MN,46.28,-93.98,(DLH)
0055,UNK,5 N THEDFORD,THOMAS,NE,42.05,-100.57,LANDSPOUT TORNADO (LBF)
0100,UNK,5 W GARRISON,CROW WING,MN,46.3,-93.93,(DLH)
0101,UNK,1 N THEDFORD,THOMAS,NE,41.99,-100.57,LANDSPOUT TYPE TORNADO (LBF)
0110,UNK,10 W THEDFORD,THOMAS,NE,41.98,-100.77,LANDSPOUT ON THE GROUND FOR ABOUT 10 MINUTES. (LBF)
0110,UNK,9 N THEDFORD,CHERRY,NE,42.11,-100.57,LANDSPOUT TORNADO ON THE GROUND 3 MINUTES. (LBF)
0150,UNK,9 S SENECA,THOMAS,NE,41.91,-100.83,ESTIMATED TIME BETWEEN 849 AND 850 PM CT APPORXIMATELY 8 TO 10 MILES SOUTH OF SENECA. BRIEF TORNADO ON THE GROUND 90 SECONDS. (LBF)
0429,UNK,2 NW SILVER CREEK,MERRICK,NE,41.33,-97.7,EF-0 TORNADO WITH LIMITED DAMAGE. MAXIMUM WIND SPEED 85 MPH. MAXIMUM WIDTH 130 YARDS. PATH LENGTH OF 4.1 MILES ENDING 2.6 MILES NORTHEAST OF SILVER CREEK. (GID)
