Time,F_Scale,Location,County,State,Lat,Lon,Comments
2101,UNK,1 ENE LAKE CITY,CALHOUN,IA,42.27,-94.71,IOWA STATE PATROL REPORTS CONSIDERABLE DAMAGE TO A HOUSEY. TIME ESTIMATED. (DMX)
2101,UNK,LAKE CITY,CALHOUN,IA,42.27,-94.73,IOWA STATE PATROL REPORTS TREES DOWN IN LAKE CITY. TIME ESTIMATED. (DMX)
2106,UNK,3 ENE STRATFORD,HAMILTON,IA,42.28,-93.87,TORNADO TOUCHED DOWN AND THEN LIFTED. MAY BE CYCLING WITH A FURTHER TOUCHDOWN. (DMX)
2109,UNK,3 ENE STRATFORD,HAMILTON,IA,42.29,-93.87,MULTI-VORTEX TORNADO. (DMX)
2120,UNK,5 W STORY CITY,STORY,IA,42.2,-93.68,(DMX)
2121,UNK,2 NNE STANHOPE,HAMILTON,IA,42.31,-93.78,TORNADO ON THE GROUND NEAR 330TH STREET AND KANTO AVENUE NORTHEAST OF STANHOPE. (DMX)
2123,UNK,5 ESE STANHOPE,HAMILTON,IA,42.26,-93.71,LOCATION APPROXIMATE. TORNADO CYCLED UP AND WAS ON GROUND AT THE TIME OF THIS REPORT. REPORT RELAYED BY EMA. (DMX)
2123,UNK,2 SW WAVERLY,BREMER,IA,42.71,-92.5,(DMX)
2125,UNK,2 N STANHOPE,HAMILTON,IA,42.32,-93.8,ROPE TORNADO JUST TOUCHED DOWN AGAIN. (DMX)
2130,UNK,4 WNW JEWELL,HAMILTON,IA,42.33,-93.71,TORNADO REPORTED WEST OF JEWELL. (DMX)
2133,UNK,2 W JEWELL,HAMILTON,IA,42.32,-93.68,REPORTED BY SHERIFFS OFFICE. TORNADO WAS HEADING EAST. (DMX)
2133,UNK,2 N JEWELL,HAMILTON,IA,42.34,-93.64,DEBRIS REPORTED TORNADO NEAR HIGHWAY 69. (DMX)
2137,UNK,2 N JEWELL,HAMILTON,IA,42.34,-93.64,LAW ENFORCEMENT REPORTS A TORNADO AT 310TH ST AND HWY 69 NORTH OF JEWELL. TORNADO WENT UP BRIEFLY BUT TOUCHED BACK DOWN AND HAS DEBRIS. IT IS HEADING EAST. (DMX)
2140,UNK,1 NE JEWELL,HAMILTON,IA,42.32,-93.62,TRAINED SPOTTER REPORTED A TORNADO STILL ON THE GROUND ABOUT A MILE NORTHEAST OF JEWELL. SOME DAMAGE SEEN BUT UNKNOWN WHAT WAS HIT. SPOTTER CONFIRMED IT DID GO NORTH OF (DMX)
2146,UNK,1 NW GOWRIE,WEBSTER,IA,42.29,-94.3,DNR LAW ENFORCEMENT OFFICER REPORTS A TORNADO ALONG 340TH ST. (DMX)
2150,UNK,2 SE WILLIAMS,HAMILTON,IA,42.47,-93.51,TORNADO NEAR THE INTERCHANGE OF US HWY 20 AND CO RD R77. (DMX)
2209,UNK,5 SSE RADCLIFFE,HARDIN,IA,42.25,-93.4,CONFIRMED TORNADO AND DAMAGE IN GARDEN CITY. TIME ESTIMATED FROM RADAR. (DMX)
2211,UNK,3 S NEMAHA,SAC,IA,42.47,-95.09,REPORT FROM SOCIAL MEDIA. (DMX)
2216,UNK,2 SSW SHELL ROCK,BUTLER,IA,42.69,-92.59,DAMAGE BEGINS AROUND 250TH AND WILLOW AVENUE. HOUSES DAMAGED. GRAIN BINS DAMAGED. POWER LINES DOWN. DAMAGE PARALLELED 250TH EAST. (DMX)
2218,UNK,1 NE SHELL ROCK,BUTLER,IA,42.72,-92.57,KGAN METEOROLOGIST REPORTS TORNADO NEAR SHELL ROCK. (DMX)
2219,UNK,2 S SHELL ROCK,BUTLER,IA,42.69,-92.58,DAMAGE TO TREES AND A HOME NEAR 250TH AND WOODS AVE. REPORT COURTESY IOWAS NEWS NOW. TIME ESTIMATED BY RADAR. (DMX)
2219,UNK,1 E SHELL ROCK,BUTLER,IA,42.71,-92.56,NO DAMAGE SEEN YET. (DMX)
2220,UNK,1 N SAC CITY,SAC,IA,42.44,-95,VERY BRIEF SKINNY ROPE TORNADO. NO DAMAGE SEEN. REPORT VIA SOCIAL MEDIA. (DMX)
2221,UNK,2 ENE SHELL ROCK,BREMER,IA,42.72,-92.53,REPORT VIA SOCIAL MEDIA. PHOTOS AND VIDEOS REPORTED. (DMX)
2225,UNK,2 SW WAVERLY,BREMER,IA,42.71,-92.5,TORNADO REPORTED NEAR THE INTERSECTION OF 240TH ST AND HWY 218. TORNADO HEADING EAST. (DMX)
2228,UNK,1 S SHELL ROCK,BUTLER,IA,42.7,-92.58,SIGNIFICANT TREE DAMAGE AND LIGHT STRUCTURE DAMAGE. (DMX)
2235,UNK,2 S WAVERLY,BREMER,IA,42.7,-92.47,TORNADO ON THE GROUND. DEBRIS BEING LOFTED INTO THE AIR. (DMX)
2235,UNK,3 ESE WAVERLY,BREMER,IA,42.71,-92.41,HOUSE COMPLETELY DESTROYED. (DMX)
2235,UNK,3 N ROCKFORD,FLOYD,IA,43.1,-92.95,EF0 DAMAGE ALONG MOST OF THE PATH EXCEPT FOR ONE FARMSTEAD (HOG FARM) WITH LOW END EF1 DAMAGE NEAR END OF TORNADO PATH. APPROX MAX WIDTH 60 YARDS... MAX SPEED 90 MPH. P (ARX)
2237,UNK,2 S WAVERLY,BREMER,IA,42.7,-92.47,REPORT VIA SOCIAL MEDIA. (DMX)
2239,UNK,4 WNW DENVER,BREMER,IA,42.69,-92.41,TORNADO ON THE GROUND. DEBRIS BEING LOFTED INTO THE AIR. (DMX)
2240,UNK,2 S NORA SPRINGS,FLOYD,IA,43.16,-93.01,(ARX)
2251,UNK,1 ESE RUDD,FLOYD,IA,43.12,-92.89,(ARX)
2256,UNK,4 SW FLOYD,FLOYD,IA,43.09,-92.8,(ARX)
2305,UNK,1 NE ROCKWELL,CERRO GORDO,IA,42.99,-93.17,(DMX)
2306,UNK,5 NE ROCKWELL,CERRO GORDO,IA,43.04,-93.12,PUBLIC REPORT OF TORNADO ON GROUND. (DMX)
2315,UNK,1 N HUNTINGTON,EMERY,UT,39.35,-110.96,LANDSPOUT TORNADO... PHOTOS AND VIDEO SUBMITTED FROM BROADCAST MEDIA. TIME AND LOCATION ARE APPROXIMATE BASED ON REPORT AND RADAR DATA. (SLC)
2319,UNK,1 NW WATERLOO,BLACK HAWK,IA,42.5,-92.36,DELAYED REPORT - BRIEF TORNADO TOUCHDOWN NEAR JOHN DEERE COMPLEX WITH SOME DAMAGE EITHER SIDE OF US 218. (DMX)
2319,UNK,1 NW WATERLOO,BLACK HAWK,IA,42.5,-92.37,BRIEF TORNADO REPORTED NEAR THE JOHN DEERE FACILITY WITH DAMAGE REPORTED NEAR US 218. (DMX)
2340,UNK,3 NW HAZLETON,BUCHANAN,IA,42.64,-91.95,START LOCATION OF OELWEIN TORNADO IN BUCHANAN COUNTY. NOT A NEW TRACK. (DVN)
2340,UNK,3 SW OELWEIN,FAYETTE,IA,42.65,-91.96,EF0 WITH 3 MILE PATH LENGTH WITH MAX WIDTH OF 30 YARDS AND ESTIMATED SPEED OF 70 MPH. MOSTLY CROP DAMAGE... BUT SOME LIGHT TREE AND HOUSE DAMAGE IN OELWEIN. (ARX)
0005,UNK,DYSART,TAMA,IA,42.17,-92.31,STRUCTURAL DAMAGE TO BUILDINGS. TIME ESTIMATED FROM RADAR. (DMX)
0010,UNK,3 SSE AURORA,BUCHANAN,IA,42.58,-91.72,BRIEF TOUCHDOWN IN A FIELD WITH NO VISIBLE DAMAGE. (DVN)
0014,UNK,8 W GARRISON,BENTON,IA,42.16,-92.3,DELAYED REPORT. RECEIVED VIDEO OF A TORNADO CROSSING INTO BENTON COUNTY. SAME TORNADO THAT HIT DYSART. (DVN)
0020,UNK,1 N GARRISON,BENTON,IA,42.16,-92.14,BENTON COUNTY EMA RELAYED PUBLIC REPORT OF A BRIEF TORNADO TOUCHDOWN ALONG 18TH AVENUE 1 MILE NORTH OF GARRISON. (DVN)
0036,UNK,2 E GARRISON,BENTON,IA,42.14,-92.1,BENTON COUNTY EMA RELAYED A PUBLIC REPORT OF A BRIEF TORNADO TOUCH DOWN NORTH OF 61ST STREET BETWEEN GARRISON AND VINTON. (DVN)
0050,UNK,5 S VINTON,BENTON,IA,42.09,-92.03,(DVN)
0053,UNK,1 SW MANCHESTER,DELAWARE,IA,42.47,-91.47,DELAWARE COUNTY EMA RELAYED LIKELY TORNADO DAMAGE REPORT OF A DAMAGED CONVENIENCE STORE AND POWER LINES DOWN ON SOUTHWEST SIDE OF MANCHESTER. (DVN)
0058,UNK,MANCHESTER,DELAWARE,IA,42.48,-91.45,SPOTTERS REPORTING TWO SEPARATE TORNADOES... ONE ABOUT TO CROSS HIGHWAY 13... NORTH OF HIGHWAY 20 NEAR MANCHESTER AND THE OTHER ABOUT 3 MILES WEST OF MANCHESTER. (DVN)
0146,UNK,4 NNE LAFAYETTE,LINN,IA,42.2,-91.66,BRIEF TORNADO. DELAYED REPORT FROM EMERGENCY MANAGER. (DVN)
0150,UNK,4 NNE LAFAYETTE,LINN,IA,42.2,-91.66,BRIEF TOUCHDOWN IN A FIELD WITH NO VISIBLE DAMAGE. (DVN)
0152,UNK,3 N CENTER POINT,LINN,IA,42.23,-91.78,BRIEF TOUCHDOWN IN A FIELD WITH NO VISIBLE DAMAGE. (DVN)
0244,UNK,4 WNW LANGWORTHY,JONES,IA,42.21,-91.29,AN EF-1 TORNADO TOUCHED DOWN SOUTHWEST OF MONTICELLO DAMAGING OUTBUILDINGS AND SNAPPING LARGE TREES ON TWO FARMSTEADS. (DVN)
0302,UNK,2 SSE MONTICELLO MUNICI,JONES,IA,42.21,-91.14,AN EF-1 TORNADO DEVELOPED SOUTHEAST OF MONTICELLO AND TRACKED ACROSS RURAL AREAS EAST OF MONTICELLO ALONG AN INTERMITTENT 8 MILE PATH THROUGH FARMLAND AND WOODED AREAS. (DVN)
0330,UNK,3 WSW CANTON,JONES,IA,42.15,-90.96,AN EF-1 TORNADO TRACKED ACROSS RURAL JONES COUNTY SNAPPING TREES AND ENDING JUST SOUTH OF CANTON. (DVN)
