Time,F_Scale,Location,County,State,Lat,Lon,Comments
1910,UNK,6 SW PENDLETON,UMATILLA,OR,45.61,-118.9,PENDLETON ATC TOWER RELAYED REPORT FROM A PILOT SOUTH OF AIRFIELD... OF OBSERVING DEBRIS AND DUST BEING PICKED UP BY A SMALL TORNADO. INITIAL FUNNEL CLOUD WAS OBSERVED (PDT)
2218,UNK,3 E BLUE SPRINGS,GAGE,NE,40.14,-96.61,TRAINED SPOTTER REPORTED BRIEF TOUCH DOWN OF TORNADO EAST OF BLUE SPRINGS. (OAX)
2223,UNK,2 SE WYMORE,GAGE,NE,40.11,-96.64,(OAX)
2240,UNK,6 ESE ODELL,GAGE,NE,40.02,-96.69,THE TORNADO STARTED APPROXIMATELY 7 MILES SOUTH-SOUTHWEST OF WYMORE... NE... DOING DAMAGE TO TREES JUST WEST OF S 23 RD BETWEEN E WALNUT RD AND WILLOW RD. THE TORNADO C (OAX)
2243,UNK,5 NW OKETO,MARSHALL,KS,40,-96.67,FROM STORM SURVEY: TORNADO MOVED SOUTHWARD OUT OF NEBRASKA AND DESTROYED OUTBUILDINGS AND SNAPPED TREES ALONG STATE LINE ROAD. THE TORNADO TRAVELED 2 MILES TO THE SSE.. (TOP)
2253,UNK,3 S OKETO,MARSHALL,KS,39.92,-96.6,DAMAGE SURVEY: TORNADO TOUCHED DOWN 3 MILES SOUTH OF OKETO AND TRAVELED SSW FOR 4.5 MILES DAMAGING TREES AND SNAPPING POWER POLES. A BARN AND OUTBUILDINGS WERE DAMAGED (TOP)
2254,UNK,6 WNW OKETO,MARSHALL,KS,39.99,-96.71,REPORTS OF TORNADO ON THE GROUND. (TOP)
2259,UNK,4 SW OKETO,MARSHALL,KS,39.91,-96.65,RAIN WRAPPED TORNADO NEAR HIGHWAY 77. (TOP)
2311,UNK,MARYSVILLE,MARSHALL,KS,39.84,-96.65,REPORTS OF 4 INDUSTRIAL BUILDINGS COLLAPSED AND POWER LINES DOWN IN MARYSVILLE. HIGHWAY 36 HAS BEEN CLOSED DUE TO DEBRIS COVERING THE ROAD. TIME ESTIMATED FROM RADAR. (TOP)
2326,UNK,3 NNE BLUE RAPIDS,MARSHALL,KS,39.73,-96.64,STORM SURVEY: A TORNADO TOUCHED DOWN 3 NNE OF BLUE RAPIDS AND TRAVELED 1.6 MILES SSW AND LIFTED 1.4 MILES NNE OF BLUE RAPIDS. THE TORNADO BLEW OVER RAIL CARS JUST WEST (TOP)
0002,UNK,3 E OLSBURG,POTTAWATOMIE,KS,39.44,-96.56,DELAYED REPORT AFTER SURVEY CONDUCTED ON JUNE 12. TORNADO WAS ON THE GROUND FOR 11 MILES FROM 3 MILES EAST OF OLSBURG TO 6 MILES NORTH OF MANHATTAN. (TOP)
0006,UNK,5 E OLSBURG,POTTAWATOMIE,KS,39.42,-96.52,SPOTTED FUNNEL CLOUD LOOKING WEST TOWARD OLSBURG. (TOP)
